country,marital_status,live_parents,children,household,highest_ed,employment,income
Bangladesh,6,2,0,5,4,7,6
Bangladesh,1,1,2,4,2,5,4
Bangladesh,1,1,2,3,1,5,1
Bangladesh,1,3,2,5,2,5,5
Bangladesh,1,2,2,5,2,5,8
Bangladesh,1,3,1,3,1,5,5
Bangladesh,1,1,1,3,3,5,5
Bangladesh,6,2,3,4,0,7,5
Bangladesh,1,1,1,3,1,5,4
Bangladesh,1,2,0,2,2,5,3
Bangladesh,6,2,0,6,4,6,6
Bangladesh,1,2,0,4,7,6,7
Bangladesh,1,2,0,2,2,3,3
Bangladesh,1,2,2,6,3,3,4
Bangladesh,1,2,3,6,4,3,8
Bangladesh,1,2,0,3,8,3,5
Bangladesh,6,2,0,2,1,1,1
Bangladesh,1,1,2,4,1,1,6
Bangladesh,1,1,3,3,1,1,1
Bangladesh,1,1,3,5,2,3,5
Bangladesh,1,1,2,2,1,2,1
Bangladesh,6,2,0,6,5,6,4
Bangladesh,6,2,0,3,7,6,1
Bangladesh,1,1,3,5,1,5,6
Bangladesh,1,3,4,6,2,5,10
Bangladesh,1,1,2,4,2,5,5
Bangladesh,1,3,2,4,3,5,5
Bangladesh,1,3,2,5,3,5,6
Bangladesh,1,1,2,4,1,5,1
Bangladesh,1,3,2,5,3,5,4
Bangladesh,1,1,2,5,3,3,10
Bangladesh,1,2,3,6,2,3,7
Bangladesh,1,2,1,5,3,3,5
Bangladesh,1,2,2,4,3,3,5
Bangladesh,1,2,2,4,2,3,7
Bangladesh,1,1,5,3,1,5,4
Bangladesh,1,2,1,5,2,3,3
Bangladesh,1,1,2,3,1,5,5
Bangladesh,1,2,1,3,4,5,3
Bangladesh,1,2,2,4,2,3,4
Bangladesh,1,2,0,2,2,3,4
Bangladesh,1,2,1,4,2,3,4
Bangladesh,1,2,1,6,1,3,4
Bangladesh,4,1,2,2,1,5,3
Bangladesh,1,3,2,5,2,5,4
Bangladesh,6,2,0,6,3,3,6
Bangladesh,1,1,3,4,1,3,7
Bangladesh,6,2,0,5,4,6,8
Bangladesh,6,2,0,6,3,6,3
Bangladesh,1,1,0,2,2,1,5
Bangladesh,1,1,1,3,3,5,5
Bangladesh,1,1,2,4,2,2,4
Bangladesh,1,3,3,5,1,2,4
Bangladesh,1,3,4,4,2,5,5
Bangladesh,1,3,3,5,2,5,5
Bangladesh,1,1,4,6,2,1,1
Bangladesh,1,1,3,5,3,1,4
Bangladesh,6,2,0,4,7,6,4
Bangladesh,1,1,2,5,2,7,3
Bangladesh,1,1,2,4,1,5,3
Bangladesh,1,1,2,4,2,7,7
Bangladesh,1,1,1,4,1,3,1
Bangladesh,1,1,3,5,1,5,1
Bangladesh,1,1,3,5,3,7,1
Bangladesh,1,1,2,4,3,7,6
Bangladesh,6,2,0,6,7,6,8
Bangladesh,1,1,3,5,2,7,5
Bangladesh,1,1,3,4,2,6,3
Bangladesh,1,2,2,4,3,7,7
Bangladesh,6,2,0,5,3,6,6
Bangladesh,1,1,3,5,3,5,7
Bangladesh,1,1,3,5,1,5,5
Bangladesh,1,1,2,4,3,5,6
Bangladesh,1,1,1,3,3,5,5
Bangladesh,1,1,2,4,1,3,6
Bangladesh,1,1,0,2,2,5,1
Bangladesh,1,1,2,4,3,5,1
Bangladesh,1,1,3,5,7,3,1
Bangladesh,1,1,1,3,3,1,5
Bangladesh,1,1,2,6,8,4,7
Bangladesh,1,1,2,4,1,3,7
Bangladesh,1,1,1,4,2,5,7
Bangladesh,1,1,3,5,3,5,7
Bangladesh,1,1,1,3,4,1,8
Bangladesh,1,1,0,2,3,5,2
Bangladesh,1,1,2,4,3,5,7
Bangladesh,1,1,5,6,2,5,8
Bangladesh,1,1,2,4,1,5,6
Bangladesh,1,1,2,4,2,7,6
Bangladesh,1,1,1,6,3,5,6
Bangladesh,6,2,0,6,3,6,7
Bangladesh,1,3,2,6,3,5,7
Bangladesh,1,1,1,3,2,5,1
Bangladesh,1,1,2,4,1,5,3
Bangladesh,6,2,0,5,3,1,5
Bangladesh,1,3,0,4,4,5,6
Bangladesh,6,2,0,5,1,3,6
Bangladesh,1,1,2,4,4,5,6
Bangladesh,1,1,3,5,3,5,9
Bangladesh,1,1,1,3,1,5,1
Bangladesh,1,3,2,5,3,5,3
Bangladesh,1,1,3,5,3,5,9
Bangladesh,1,1,2,6,1,7,6
Bangladesh,6,2,0,6,4,6,6
Bangladesh,1,1,2,4,4,7,7
Bangladesh,1,1,4,6,7,3,5
Bangladesh,1,1,4,6,2,7,4
Bangladesh,1,1,4,6,1,5,4
Bangladesh,1,1,3,5,1,5,4
Bangladesh,1,1,4,6,3,5,7
Bangladesh,1,1,2,4,3,5,6
Bangladesh,1,1,3,5,2,5,4
Bangladesh,1,1,1,3,3,5,7
Bangladesh,1,1,3,6,1,5,6
Bangladesh,1,1,1,6,3,5,7
Bangladesh,1,1,3,5,2,3,4
Bangladesh,6,2,0,3,2,3,7
Bangladesh,1,1,5,6,2,3,8
Bangladesh,6,2,0,5,4,6,6
Bangladesh,1,1,2,4,2,3,5
Bangladesh,1,1,2,4,3,5,3
Bangladesh,1,1,4,6,1,5,4
Bangladesh,1,1,3,5,1,5,3
Bangladesh,6,2,0,5,7,1,7
Bangladesh,1,3,2,6,3,5,7
Bangladesh,1,3,1,6,3,5,7
Bangladesh,6,2,0,6,4,6,7
Bangladesh,1,1,2,4,1,5,3
Bangladesh,1,1,5,6,3,5,7
Bangladesh,1,1,2,4,2,5,5
Bangladesh,1,1,5,6,2,3,3
Bangladesh,1,1,2,4,1,3,6
Bangladesh,1,1,2,4,2,3,4
Bangladesh,1,1,3,5,1,3,6
Bangladesh,1,1,1,3,1,3,3
Bangladesh,1,1,2,4,3,1,7
Bangladesh,1,1,3,5,3,5,6
Bangladesh,1,1,2,4,1,7,3
Bangladesh,1,1,4,6,1,5,7
Bangladesh,1,1,4,6,2,5,8
Bangladesh,1,1,3,5,3,3,6
Bangladesh,6,2,0,6,3,3,5
Bangladesh,6,1,0,4,3,6,5
Bangladesh,1,2,3,6,3,3,8
Bangladesh,6,2,0,4,3,6,5
Bangladesh,1,1,2,6,2,5,7
Bangladesh,1,1,1,5,1,5,7
Bangladesh,1,1,2,4,1,2,3
Bangladesh,1,2,0,3,1,3,3
Bangladesh,1,1,2,4,4,5,6
Bangladesh,1,1,2,4,2,5,2
Bangladesh,1,3,0,6,4,5,5
Bangladesh,1,1,2,4,3,5,4
Bangladesh,1,2,0,4,3,1,5
Bangladesh,1,1,4,6,1,7,7
Bangladesh,1,1,4,6,1,1,6
Bangladesh,1,1,2,4,1,1,6
Bangladesh,6,1,0,5,8,6,1
Bangladesh,1,2,1,4,1,1,3
Bangladesh,1,1,3,5,1,2,4
Bangladesh,1,3,0,6,3,5,5
Bangladesh,1,1,5,6,1,5,1
Bangladesh,1,1,1,3,2,5,4
Bangladesh,5,1,2,5,1,5,3
Bangladesh,1,1,3,5,1,5,4
Bangladesh,1,2,4,6,3,1,3
Bangladesh,5,1,1,2,2,5,6
Bangladesh,1,2,0,6,3,1,6
Bangladesh,1,1,3,5,3,1,7
Bangladesh,1,2,0,5,4,3,5
Bangladesh,1,1,3,5,2,1,5
Bangladesh,1,1,3,5,3,5,4
Bangladesh,1,3,2,6,3,5,8
Bangladesh,1,1,1,3,1,5,5
Bangladesh,1,1,2,4,3,5,7
Bangladesh,5,1,4,6,3,5,8
Bangladesh,6,2,0,4,4,6,6
Bangladesh,1,2,1,6,4,1,7
Bangladesh,1,1,2,4,7,4,5
Bangladesh,1,1,2,4,3,5,6
Bangladesh,6,2,0,6,7,6,8
Bangladesh,1,1,2,4,1,5,4
Bangladesh,1,1,3,5,8,1,4
Bangladesh,1,3,3,6,8,1,7
Bangladesh,1,1,2,4,1,2,3
Bangladesh,1,2,2,4,4,1,9
Bangladesh,1,1,2,4,1,5,2
Bangladesh,1,2,0,5,7,5,7
Bangladesh,1,2,3,6,7,1,7
Bangladesh,1,2,1,4,1,1,5
Bangladesh,1,2,2,4,2,5,1
Bangladesh,1,2,2,5,2,1,6
Bangladesh,1,2,3,5,1,3,9
Bangladesh,1,3,3,6,3,5,7
Bangladesh,1,3,2,4,1,5,9
Bangladesh,1,1,2,4,8,1,8
Bangladesh,6,2,0,6,3,3,8
Bangladesh,1,3,1,5,3,5,6
Bangladesh,1,3,2,6,3,3,2
Bangladesh,1,1,2,4,2,5,5
Bangladesh,1,1,2,4,3,2,9
Bangladesh,1,1,3,6,1,5,6
Bangladesh,1,2,1,6,2,3,2
Bangladesh,1,1,3,4,3,5,6
Bangladesh,1,1,2,4,3,3,9
Bangladesh,1,1,4,6,2,3,7
Bangladesh,1,1,4,6,2,3,8
Bangladesh,1,1,2,6,3,3,8
Bangladesh,1,1,2,4,1,5,5
Bangladesh,1,2,3,5,3,3,5
Bangladesh,1,1,1,3,3,5,2
Bangladesh,6,2,0,5,4,6,5
Bangladesh,1,1,1,4,3,5,7
Bangladesh,1,1,1,3,2,3,4
Bangladesh,1,1,1,3,2,3,8
Bangladesh,1,1,1,3,1,2,2
Bangladesh,1,1,2,4,3,5,6
Bangladesh,1,1,3,5,1,1,5
Bangladesh,1,1,4,6,1,1,6
Bangladesh,1,1,4,6,1,5,6
Bangladesh,1,1,1,3,4,5,6
Bangladesh,1,2,3,5,4,1,5
Bangladesh,1,1,1,3,3,3,2
Bangladesh,1,1,3,5,2,5,3
Bangladesh,1,1,1,3,1,5,2
Bangladesh,6,2,0,3,2,3,4
Bangladesh,1,1,3,5,3,5,3
Bangladesh,1,1,2,4,2,3,6
Bangladesh,1,1,2,4,2,5,2
Bangladesh,1,1,3,5,2,3,5
Bangladesh,1,1,2,4,1,5,4
Bangladesh,1,1,2,4,3,2,2
Bangladesh,1,1,3,5,1,5,5
Bangladesh,1,1,2,4,2,3,5
Bangladesh,1,1,2,4,2,1,5
Bangladesh,1,1,5,2,4,4,10
Bangladesh,1,1,2,3,2,3,6
Bangladesh,1,1,4,6,3,3,7
Bangladesh,1,2,3,6,3,3,4
Bangladesh,1,1,3,5,2,3,8
Bangladesh,1,1,3,5,2,5,6
Bangladesh,1,1,1,3,8,5,6
Bangladesh,1,1,3,5,2,5,7
Bangladesh,1,1,1,3,2,5,5
Bangladesh,1,1,1,3,2,5,6
Bangladesh,6,2,0,6,4,6,7
Bangladesh,1,1,2,4,1,5,6
Bangladesh,1,2,1,4,4,1,2
Bangladesh,1,1,2,4,3,3,9
Bangladesh,1,1,2,4,2,3,7
Bangladesh,1,1,5,4,1,5,5
Bangladesh,1,1,3,5,3,5,3
Bangladesh,1,1,2,4,3,3,9
Bangladesh,1,1,3,5,2,3,5
Bangladesh,1,1,3,5,3,5,7
Bangladesh,1,2,1,6,4,6,9
Bangladesh,1,1,2,6,1,3,5
Bangladesh,1,1,4,5,2,5,6
Bangladesh,1,3,3,6,1,3,4
Bangladesh,1,1,3,5,3,5,6
Bangladesh,6,1,0,4,3,3,2
Bangladesh,1,1,3,3,8,5,8
Bangladesh,1,1,2,4,3,1,7
Bangladesh,1,1,3,5,3,5,3
Bangladesh,1,1,2,4,3,3,10
Bangladesh,6,2,0,6,8,7,7
Bangladesh,1,1,1,3,3,5,5
Bangladesh,1,3,2,5,2,3,7
Bangladesh,1,1,4,6,2,5,6
Bangladesh,1,1,2,4,3,5,7
Bangladesh,1,2,2,5,2,3,2
Bangladesh,1,1,2,4,1,3,8
Bangladesh,1,1,5,6,3,3,7
Bangladesh,1,1,3,5,1,4,5
Bangladesh,1,1,2,6,2,1,5
Bangladesh,1,1,2,6,3,1,7
Bangladesh,1,1,3,5,3,2,7
Bangladesh,6,2,0,6,4,7,3
Bangladesh,1,3,0,5,3,5,7
Bangladesh,1,1,1,3,4,5,6
Bangladesh,1,1,1,3,3,2,7
Bangladesh,1,1,2,4,3,5,7
Bangladesh,1,1,4,6,3,5,6
Bangladesh,1,1,2,4,2,3,6
Bangladesh,1,1,3,6,2,5,6
Bangladesh,1,2,2,4,7,3,9
Bangladesh,1,2,2,6,3,3,6
Bangladesh,1,1,1,3,3,3,6
Bangladesh,1,2,0,5,7,3,8
Bangladesh,6,2,0,3,4,3,9
Bangladesh,1,1,1,3,4,5,8
Bangladesh,1,1,3,6,2,5,7
Bangladesh,1,1,2,4,3,5,6
Bangladesh,1,1,2,4,3,5,3
Bangladesh,1,1,2,4,2,5,6
Bangladesh,1,1,1,3,3,5,3
Bangladesh,1,1,2,4,2,7,6
Bangladesh,1,1,2,2,2,5,3
Bangladesh,1,1,1,3,1,3,1
Bangladesh,1,1,3,5,2,5,8
Bangladesh,1,3,1,5,3,5,6
Bangladesh,1,1,2,4,3,5,5
Bangladesh,1,1,2,4,2,3,3
Bangladesh,1,2,1,5,1,3,3
Bangladesh,1,1,2,4,3,5,6
Bangladesh,1,1,3,5,3,3,6
Bangladesh,1,1,2,4,8,3,6
Bangladesh,1,1,2,4,3,3,7
Bangladesh,1,1,2,4,3,1,7
Bangladesh,6,1,0,5,8,3,10
Bangladesh,1,1,1,4,4,5,5
Bangladesh,1,1,3,5,2,5,6
Bangladesh,1,1,2,6,1,5,2
Bangladesh,1,1,2,6,3,5,6
Bangladesh,1,1,2,4,1,5,5
Bangladesh,1,1,2,4,3,1,4
Bangladesh,1,1,2,4,2,1,3
Bangladesh,1,1,1,3,2,1,2
Bangladesh,1,1,2,4,3,5,7
Bangladesh,1,3,1,6,3,5,9
Bangladesh,1,1,3,5,4,1,10
Bangladesh,5,1,2,4,7,5,9
Bangladesh,1,1,3,5,2,5,10
Bangladesh,5,1,2,5,3,5,5
Bangladesh,1,3,1,5,3,5,4
Bangladesh,1,1,5,2,1,5,10
Bangladesh,1,1,3,3,1,2,10
Bangladesh,1,1,2,5,1,5,5
Bangladesh,1,1,2,3,1,5,4
Bangladesh,1,1,3,6,1,5,10
Bangladesh,1,2,0,3,3,2,3
Bangladesh,1,1,4,5,2,5,9
Bangladesh,1,1,2,4,2,5,3
Bangladesh,1,1,2,4,1,5,4
Bangladesh,1,1,2,4,2,1,4
Bangladesh,1,1,2,4,2,5,4
Bangladesh,1,2,0,5,4,1,4
Bangladesh,1,1,2,4,3,5,4
Bangladesh,1,1,2,3,1,3,10
Bangladesh,5,1,2,3,1,5,10
Bangladesh,1,1,1,3,3,5,10
Bangladesh,1,1,2,4,4,5,10
Bangladesh,1,1,2,4,3,3,4
Bangladesh,1,1,3,5,2,3,3
Bangladesh,1,1,2,4,2,3,3
Bangladesh,6,2,0,3,3,6,7
Bangladesh,1,1,1,3,8,5,7
Bangladesh,1,1,2,4,3,5,9
Bangladesh,6,2,0,5,4,6,5
Bangladesh,5,1,2,5,1,5,3
Bangladesh,1,1,2,4,2,5,6
Bangladesh,1,1,2,4,6,5,8
Bangladesh,1,1,2,4,3,5,7
Bangladesh,1,1,4,5,2,3,10
Bangladesh,1,1,1,3,7,3,9
Bangladesh,1,3,1,6,4,5,9
Bangladesh,1,3,2,6,2,5,4
Bangladesh,1,1,2,4,3,3,3
Bangladesh,1,1,1,3,7,5,4
Bangladesh,1,2,1,6,4,7,5
Bangladesh,5,1,5,6,2,5,10
Bangladesh,1,1,2,4,2,3,6
Bangladesh,1,3,2,6,2,5,4
Bangladesh,6,2,0,5,4,6,3
Bangladesh,6,2,0,6,4,6,9
Bangladesh,1,1,3,3,1,5,3
Bangladesh,1,1,4,4,2,5,9
Bangladesh,1,1,2,4,3,5,3
Bangladesh,1,1,2,4,3,5,3
Bangladesh,1,1,2,4,4,5,8
Bangladesh,1,1,3,5,3,5,6
Bangladesh,1,1,3,6,3,1,7
Bangladesh,1,1,2,4,2,3,3
Bangladesh,1,1,3,2,2,3,3
Bangladesh,1,1,2,2,3,4,10
Bangladesh,1,1,3,5,3,3,10
Bangladesh,1,1,4,6,1,3,4
Bangladesh,1,1,3,2,3,3,10
Bangladesh,1,1,3,4,3,3,9
Bangladesh,1,1,1,2,2,3,6
Bangladesh,6,2,0,4,3,6,3
Bangladesh,1,3,2,6,4,5,9
Bangladesh,1,1,5,6,3,5,9
Bangladesh,6,2,0,6,4,6,3
Bangladesh,1,1,4,6,2,5,3
Bangladesh,1,1,2,6,1,3,9
Bangladesh,1,2,3,6,2,3,5
Bangladesh,1,1,2,4,3,3,5
Bangladesh,1,1,1,3,3,3,6
Bangladesh,6,2,0,5,7,6,7
Bangladesh,1,1,5,6,3,5,8
Bangladesh,1,3,0,4,3,6,9
Bangladesh,1,3,1,6,3,5,9
Bangladesh,1,1,1,3,3,5,3
Bangladesh,1,1,3,6,1,5,3
Bangladesh,1,3,1,5,3,5,4
Bangladesh,5,1,1,6,2,5,6
Bangladesh,5,2,0,5,6,6,6
Bangladesh,1,2,2,5,3,1,3
Bangladesh,1,2,3,5,3,2,4
Bangladesh,1,3,0,5,3,3,5
Bangladesh,6,2,0,3,1,3,5
Bangladesh,1,1,3,5,2,1,5
Bangladesh,1,1,2,4,2,3,8
Bangladesh,1,1,1,3,3,3,5
Bangladesh,1,1,5,2,3,3,2
Bangladesh,1,1,1,3,7,1,9
Bangladesh,1,1,1,3,3,3,9
Bangladesh,1,1,3,2,4,3,10
Bangladesh,1,3,1,4,1,3,5
Bangladesh,1,1,4,2,2,5,10
Bangladesh,1,2,0,4,3,5,9
Bangladesh,1,1,2,4,3,5,8
Bangladesh,5,3,3,3,3,5,9
Bangladesh,6,2,0,3,4,6,6
Bangladesh,1,1,2,4,2,3,8
Bangladesh,1,1,3,5,1,3,9
Bangladesh,6,2,0,3,4,3,10
Bangladesh,1,1,3,5,3,1,5
Bangladesh,1,1,3,5,2,3,4
Bangladesh,6,2,0,2,4,6,4
Bangladesh,1,1,2,4,3,5,5
Bangladesh,1,1,3,5,3,5,10
Bangladesh,1,3,1,5,3,5,8
Bangladesh,1,1,0,6,2,5,5
Bangladesh,6,2,0,4,3,2,2
Bangladesh,1,2,3,6,3,1,9
Bangladesh,1,2,0,6,3,1,8
Bangladesh,1,1,2,4,7,1,6
Bangladesh,6,2,0,5,3,7,5
Bangladesh,1,4,2,6,3,5,10
Bangladesh,1,1,2,3,3,5,6
Bangladesh,1,1,2,4,2,5,7
Bangladesh,1,1,1,3,4,2,6
Bangladesh,1,3,1,5,4,5,5
Bangladesh,1,1,2,4,3,1,10
Bangladesh,1,1,2,4,7,3,9
Bangladesh,1,2,0,5,8,1,6
Bangladesh,1,1,4,6,2,3,3
Bangladesh,1,1,2,4,3,3,8
Bangladesh,1,2,2,5,1,5,7
Bangladesh,5,1,4,6,1,5,3
Bangladesh,1,1,2,4,2,5,8
Bangladesh,1,3,1,6,3,5,9
Bangladesh,6,2,0,5,4,6,4
Bangladesh,1,1,2,4,4,1,7
Bangladesh,5,1,1,3,1,5,7
Bangladesh,1,1,2,4,2,5,4
Bangladesh,1,3,0,5,7,5,6
Bangladesh,1,3,0,5,3,5,7
Bangladesh,6,1,0,5,3,6,6
Bangladesh,6,2,0,3,8,6,7
Bangladesh,1,2,1,3,3,1,6
Bangladesh,1,1,4,6,3,3,5
Bangladesh,1,1,1,5,1,2,5
Bangladesh,1,1,1,3,3,3,7
Bangladesh,1,1,2,4,2,3,6
Bangladesh,1,1,2,4,4,1,7
Bangladesh,1,3,2,5,4,1,8
Bangladesh,6,2,0,4,4,6,6
Bangladesh,6,2,0,4,7,6,8
Bangladesh,1,1,0,2,2,5,3
Bangladesh,5,1,1,3,1,5,6
Bangladesh,1,1,2,5,4,5,7
Bangladesh,1,1,2,4,4,5,7
Bangladesh,1,1,2,4,1,3,6
Bangladesh,1,2,1,4,7,1,8
Bangladesh,1,1,1,3,4,2,6
Bangladesh,1,1,1,3,2,3,7
Bangladesh,1,2,0,5,4,1,9
Bangladesh,1,3,2,5,3,5,7
Bangladesh,1,1,2,4,3,5,6
Bangladesh,1,3,0,5,3,5,4
Bangladesh,1,1,1,2,3,5,4
Bangladesh,1,1,2,4,2,5,4
Bangladesh,1,1,4,6,1,5,5
Bangladesh,1,1,1,3,1,5,2
Bangladesh,1,3,0,6,3,5,5
Bangladesh,1,3,1,5,3,5,6
Bangladesh,1,3,0,6,4,5,8
Bangladesh,1,1,1,3,2,3,3
Bangladesh,1,2,0,5,4,1,8
Bangladesh,6,2,0,6,4,6,7
Bangladesh,1,2,0,6,8,1,8
Bangladesh,1,1,1,3,8,3,10
Bangladesh,1,3,1,6,3,5,3
Bangladesh,1,1,3,6,1,5,6
Bangladesh,1,1,3,6,1,5,6
Bangladesh,1,1,1,3,4,5,6
Bangladesh,1,1,2,4,4,5,6
Bangladesh,6,2,0,3,7,6,8
Bangladesh,1,1,4,6,3,3,5
Bangladesh,6,2,0,4,3,6,4
Bangladesh,1,1,2,4,2,2,4
Bangladesh,1,1,2,5,2,2,6
Bangladesh,1,3,2,6,2,5,7
Bangladesh,1,1,3,5,2,5,6
Bangladesh,1,1,2,4,1,3,7
Bangladesh,1,1,3,5,1,2,7
Bangladesh,1,1,1,3,7,2,6
Bangladesh,1,1,3,5,1,5,6
Bangladesh,1,1,3,5,2,5,3
Bangladesh,1,2,1,6,2,1,7
Bangladesh,1,1,1,3,2,5,5
Bangladesh,1,1,2,4,4,3,7
Bangladesh,1,1,2,4,2,5,5
Bangladesh,1,1,2,4,1,2,5
Bangladesh,1,1,2,4,4,5,6
Bangladesh,1,1,2,4,2,5,7
Bangladesh,1,1,1,3,2,2,6
Bangladesh,1,1,2,4,2,5,5
Bangladesh,1,1,2,4,2,3,7
Bangladesh,1,1,2,4,3,3,7
Bangladesh,1,1,2,4,4,1,8
Bangladesh,1,1,1,2,4,5,8
Bangladesh,1,3,5,2,2,5,7
Bangladesh,1,1,4,6,1,5,6
Bangladesh,1,1,4,6,1,5,6
Bangladesh,1,1,1,3,1,5,6
Bangladesh,1,2,3,5,2,2,5
Bangladesh,1,1,1,4,1,2,5
Bangladesh,1,1,2,4,3,5,6
Bangladesh,1,2,4,6,2,3,5
Bangladesh,1,1,2,4,1,5,6
Bangladesh,1,2,4,6,1,3,6
Bangladesh,1,1,2,4,2,6,6
Bangladesh,1,1,3,4,1,2,7
Bangladesh,1,1,2,4,2,5,6
Bangladesh,1,1,2,5,3,3,7
Bangladesh,1,2,4,6,1,5,7
Bangladesh,6,2,0,6,3,6,7
Bangladesh,1,2,2,4,1,5,7
Bangladesh,1,2,2,3,4,1,5
Bangladesh,1,3,1,5,2,5,6
Bangladesh,1,1,3,6,3,5,6
Bangladesh,1,1,1,3,1,3,6
Bangladesh,1,1,2,6,2,5,6
Bangladesh,1,1,2,4,2,5,6
Bangladesh,1,1,1,3,3,1,7
Bangladesh,1,1,1,3,3,5,7
Bangladesh,1,1,0,2,1,5,5
Bangladesh,1,3,1,3,1,5,6
Bangladesh,1,1,1,3,2,3,7
Bangladesh,1,1,1,3,3,3,7
Bangladesh,1,1,2,4,2,3,7
Bangladesh,1,2,2,4,1,3,7
Bangladesh,1,1,2,4,1,5,7
Bangladesh,1,1,3,5,1,5,7
Bangladesh,1,1,0,2,8,1,7
Bangladesh,6,2,0,6,2,3,6
Bangladesh,1,1,2,4,2,5,5
Bangladesh,1,2,3,6,2,3,6
Bangladesh,1,1,2,4,3,5,6
Bangladesh,1,1,0,5,3,5,6
Bangladesh,1,2,2,6,2,3,5
Bangladesh,1,1,3,5,1,3,5
Bangladesh,1,1,1,6,4,1,9
Bangladesh,1,1,2,4,3,3,6
Bangladesh,1,1,1,3,1,3,6
Bangladesh,6,1,0,5,4,7,6
Bangladesh,1,1,3,5,2,5,6
Bangladesh,1,1,4,6,2,5,6
Bangladesh,1,3,2,3,3,5,6
Bangladesh,1,3,1,6,2,5,6
Bangladesh,1,1,2,4,2,5,5
Bangladesh,1,1,2,4,3,5,7
Bangladesh,1,2,0,6,3,2,7
Bangladesh,1,1,1,3,1,3,6
Bangladesh,1,1,2,4,7,1,6
Bangladesh,1,1,2,4,8,2,6
Bangladesh,6,1,0,5,3,6,6
Bangladesh,1,3,2,6,8,5,7
Bangladesh,1,1,2,4,3,5,6
Bangladesh,1,1,2,5,1,5,5
Bangladesh,1,1,2,4,1,3,6
Bangladesh,1,1,1,3,2,2,7
Bangladesh,1,1,3,5,2,5,8
Bangladesh,1,2,1,5,2,5,7
Bangladesh,1,1,3,5,1,3,7
Bangladesh,1,1,1,2,1,5,5
Bangladesh,6,2,0,5,7,3,7
Bangladesh,1,1,3,5,3,5,6
Bangladesh,1,2,2,6,2,3,4
Bangladesh,1,1,1,3,3,5,6
Bangladesh,1,1,0,2,2,3,6
Bangladesh,6,2,0,6,3,6,6
Bangladesh,6,1,0,4,4,6,7
Bangladesh,6,2,0,3,3,6,6
Bangladesh,1,3,1,6,3,5,7
Bangladesh,1,3,2,4,3,3,7
Bangladesh,1,1,3,5,2,5,6
Bangladesh,1,2,1,6,2,4,7
Bangladesh,1,1,3,5,2,5,6
Bangladesh,1,2,3,5,1,3,8
Bangladesh,1,1,2,4,2,5,5
Bangladesh,6,2,0,5,3,6,6
Bangladesh,1,1,2,4,3,3,5
Bangladesh,1,3,1,4,7,5,6
Bangladesh,1,1,2,4,2,3,5
Bangladesh,1,2,2,5,7,5,6
Bangladesh,1,1,2,5,2,3,6
Bangladesh,1,1,2,4,3,3,6
Bangladesh,1,2,1,6,3,3,6
Bangladesh,1,1,1,3,2,5,4
Bangladesh,1,1,2,4,4,3,4
Bangladesh,1,1,4,6,3,3,6
Bangladesh,1,2,1,6,3,1,6
Bangladesh,1,1,2,4,2,3,6
Bangladesh,1,2,0,4,2,3,5
Bangladesh,1,1,1,5,3,3,7
Bangladesh,1,2,3,6,1,5,6
Bangladesh,1,1,1,3,1,5,5
Bangladesh,6,2,0,4,7,7,6
Bangladesh,1,1,1,3,3,6,6
Bangladesh,1,1,3,5,2,5,6
Bangladesh,1,1,4,6,1,3,5
Bangladesh,1,1,1,3,3,2,7
Bangladesh,1,1,3,5,1,2,4
Bangladesh,1,1,0,2,3,3,6
Bangladesh,1,1,4,6,2,3,5
Bangladesh,1,1,1,3,3,5,7
Bangladesh,1,1,2,3,2,5,6
Bangladesh,1,1,2,4,4,5,5
Bangladesh,1,1,1,6,2,5,6
Bangladesh,1,1,0,2,1,5,6
Bangladesh,1,1,1,3,4,5,8
Bangladesh,1,1,2,4,3,5,6
Bangladesh,1,1,2,6,3,5,6
Bangladesh,1,1,2,4,3,5,6
Bangladesh,5,1,2,4,2,5,6
Bangladesh,1,1,5,6,3,3,6
Bangladesh,6,2,0,4,3,1,6
Bangladesh,1,2,0,6,8,1,6
Bangladesh,1,1,4,6,7,3,7
Bangladesh,1,1,4,6,2,2,5
Bangladesh,1,2,1,2,2,3,1
Bangladesh,6,2,0,6,3,2,4
Bangladesh,1,1,2,4,3,1,7
Bangladesh,6,2,0,5,8,6,4
Bangladesh,1,2,2,4,2,2,1
Bangladesh,1,1,4,6,2,5,8
Bangladesh,1,1,3,4,2,5,7
Bangladesh,1,1,1,3,3,5,5
Bangladesh,1,1,4,4,1,1,4
Bangladesh,1,1,2,2,3,1,5
Bangladesh,1,1,4,6,1,5,6
Bangladesh,6,1,2,4,3,5,8
Bangladesh,1,1,3,5,2,5,5
Bangladesh,3,2,0,5,3,5,9
Bangladesh,1,1,4,6,2,5,9
Bangladesh,1,1,2,4,3,5,1
Bangladesh,1,1,2,4,2,1,7
Bangladesh,1,1,4,6,2,2,8
Bangladesh,6,1,5,2,3,1,8
Bangladesh,1,1,3,5,4,2,7
Bangladesh,1,1,3,5,2,2,8
Bangladesh,6,2,0,4,3,2,7
Bangladesh,6,2,0,6,8,1,8
Bangladesh,1,1,5,6,3,4,9
Bangladesh,1,1,4,3,2,4,7
Bangladesh,1,1,2,4,2,5,6
Bangladesh,1,1,4,6,2,5,3
Bangladesh,1,1,3,5,7,1,8
Bangladesh,1,3,3,6,1,5,2
Bangladesh,1,3,1,3,7,5,8
