country,family,friends,leisure,politics,work,religion
Colombia,1,3,1,3,1,3
Colombia,1,3,3,4,1,3
Colombia,1,3,1,3,2,1
Colombia,1,1,2,2,2,2
Colombia,1,3,1,4,1,2
Colombia,1,1,1,4,1,1
Colombia,1,1,1,1,1,1
Colombia,1,1,2,2,1,1
Colombia,1,3,2,1,2,4
Colombia,1,3,2,4,1,2
Colombia,1,2,1,3,2,1
Colombia,2,4,1,3,2,1
Colombia,1,2,1,4,1,1
Colombia,1,1,1,1,1,1
Colombia,1,3,1,4,1,1
Colombia,2,1,2,3,2,2
Colombia,2,1,1,4,2,2
Colombia,1,2,2,3,1,2
Colombia,2,1,1,4,1,1
Colombia,2,3,1,3,2,2
Colombia,1,2,2,2,1,1
Colombia,1,2,3,4,1,1
Colombia,2,1,1,4,1,1
Colombia,1,2,2,4,1,1
Colombia,2,1,1,4,1,3
Colombia,1,3,1,4,1,2
Colombia,1,3,2,4,3,3
Colombia,1,3,3,3,1,3
Colombia,1,1,1,1,1,1
Colombia,4,1,1,4,4,1
Colombia,1,3,3,4,2,2
Colombia,1,2,1,3,2,2
Colombia,1,2,1,3,1,1
Colombia,2,1,1,1,1,1
Colombia,2,2,1,1,1,1
Colombia,1,4,1,3,1,1
Colombia,1,3,2,1,2,2
Colombia,2,2,2,2,2,2
Colombia,1,1,1,3,1,1
Colombia,1,4,1,4,2,4
Colombia,1,2,2,3,2,1
Colombia,1,2,3,3,2,2
Colombia,1,2,1,4,1,1
Colombia,1,2,2,3,2,1
Colombia,1,3,1,3,1,2
Colombia,1,3,1,3,2,2
Colombia,1,1,1,1,1,1
Colombia,1,1,1,4,2,1
Colombia,1,2,1,2,1,1
Colombia,1,3,2,4,1,1
Colombia,1,1,1,3,1,1
Colombia,1,1,2,1,1,2
Colombia,1,3,1,3,1,1
Colombia,1,3,3,4,1,2
Colombia,1,2,1,4,1,3
Colombia,1,4,2,4,1,3
Colombia,1,2,1,3,1,1
Colombia,2,1,3,4,1,2
Colombia,1,1,2,3,1,2
Colombia,1,1,2,1,1,2
Colombia,2,4,4,4,1,1
Colombia,1,1,3,2,1,4
Colombia,1,3,3,3,3,1
Colombia,1,1,1,3,1,1
Colombia,1,1,1,3,2,2
Colombia,1,1,1,1,1,3
Colombia,2,1,3,2,2,3
Colombia,1,3,2,1,2,1
Colombia,1,1,1,2,2,2
Colombia,2,3,1,3,1,1
Colombia,1,2,1,3,1,4
Colombia,1,3,3,3,1,2
Colombia,1,1,1,3,2,2
Colombia,1,1,1,4,1,1
Colombia,1,2,4,4,1,3
Colombia,1,2,2,2,1,3
Colombia,1,3,1,4,1,1
Colombia,1,2,1,2,1,3
Colombia,2,2,2,2,2,2
Colombia,1,2,2,1,1,1
Colombia,1,1,1,3,1,1
Colombia,2,2,2,4,2,2
Colombia,1,1,1,1,1,1
Colombia,1,1,1,1,1,1
Colombia,1,2,1,3,3,1
Colombia,1,4,2,3,1,1
Colombia,2,3,1,4,1,1
Colombia,1,3,1,3,2,1
Colombia,1,3,3,4,1,3
Colombia,2,1,3,3,2,1
Colombia,1,1,1,3,1,1
Colombia,1,1,1,1,2,1
Colombia,1,2,1,4,2,2
Colombia,1,1,1,4,1,1
Colombia,1,1,1,4,1,1
Colombia,1,2,1,4,1,1
Colombia,2,1,2,4,2,2
Colombia,1,1,1,3,1,1
Colombia,1,2,1,4,1,1
Colombia,1,2,1,3,1,3
Colombia,1,1,2,3,1,2
Colombia,3,3,3,4,1,3
Colombia,1,1,1,4,1,3
Colombia,2,4,2,4,1,2
Colombia,2,2,2,2,2,3
Colombia,1,2,2,3,2,1
Colombia,1,2,2,4,1,1
Colombia,1,1,1,3,1,1
Colombia,1,2,1,2,1,2
Colombia,1,2,1,2,2,1
Colombia,1,3,1,2,1,1
Colombia,1,4,1,4,1,1
Colombia,1,1,1,4,1,3
Colombia,1,2,1,1,1,4
Colombia,1,2,2,3,1,2
Colombia,1,2,2,4,1,2
Colombia,1,3,2,4,1,3
Colombia,1,1,1,1,1,4
Colombia,1,3,1,3,1,1
Colombia,1,3,2,2,1,1
Colombia,1,2,2,3,1,2
Colombia,1,1,1,1,1,1
Colombia,1,1,1,4,1,3
Colombia,1,3,2,3,1,1
Colombia,1,3,2,4,1,2
Colombia,1,2,1,3,1,1
Colombia,1,3,2,2,1,1
Colombia,1,1,1,1,1,4
Colombia,1,3,3,4,1,2
Colombia,1,3,1,4,2,2
Colombia,1,1,3,4,1,2
Colombia,1,3,1,3,2,3
Colombia,2,3,2,2,2,2
Colombia,2,3,1,3,2,1
Colombia,1,1,1,2,1,1
Colombia,1,3,3,2,3,3
Colombia,1,2,1,3,1,4
Colombia,1,2,1,2,1,4
Colombia,1,1,1,1,1,1
Colombia,1,4,3,4,1,1
Colombia,3,3,1,3,3,3
Colombia,2,2,2,4,2,2
Colombia,1,1,1,2,1,1
Colombia,1,1,3,2,2,2
Colombia,1,1,1,1,1,1
Colombia,2,1,2,2,3,4
Colombia,1,2,1,1,4,3
Colombia,2,3,1,4,1,1
Colombia,2,2,2,3,1,1
Colombia,1,4,1,1,2,3
Colombia,1,2,2,2,3,4
Colombia,1,3,2,4,1,2
Colombia,1,1,2,2,1,3
Colombia,1,1,1,3,1,1
Colombia,2,1,1,3,1,2
Colombia,1,1,1,1,1,1
Colombia,1,1,1,1,1,1
Colombia,3,3,1,3,1,1
Colombia,1,1,1,1,1,1
Colombia,1,2,1,4,1,1
Colombia,1,1,1,2,2,2
Colombia,1,1,1,4,1,1
Colombia,1,1,1,1,1,1
Colombia,1,1,1,3,1,1
Colombia,1,2,1,1,1,1
Colombia,1,2,3,2,2,1
Colombia,1,1,1,4,1,1
Colombia,1,1,1,3,1,1
Colombia,1,3,1,2,1,4
Colombia,2,2,2,3,2,2
Colombia,2,3,2,4,1,2
Colombia,1,1,2,4,1,4
Colombia,1,1,1,1,1,1
Colombia,1,3,2,3,2,3
Colombia,1,2,1,4,1,2
Colombia,1,2,1,4,1,3
Colombia,1,3,1,2,1,1
Colombia,2,2,1,4,1,4
Colombia,1,3,1,3,2,4
Colombia,1,3,2,4,2,2
Colombia,1,2,3,4,3,2
Colombia,1,2,1,2,1,3
Colombia,1,3,1,4,1,1
Colombia,1,1,1,3,1,1
Colombia,1,1,1,1,1,3
Colombia,1,3,2,4,1,1
Colombia,1,3,4,4,1,2
Colombia,1,3,1,3,1,1
Colombia,1,4,1,3,1,2
Colombia,1,3,1,4,1,1
Colombia,1,2,1,3,1,2
Colombia,2,2,1,3,1,1
Colombia,1,2,2,1,2,3
Colombia,1,3,1,2,1,2
Colombia,1,2,1,4,1,3
Colombia,1,3,1,1,1,4
Colombia,2,3,1,3,1,1
Colombia,1,2,1,3,1,1
Colombia,1,1,1,3,1,3
Colombia,1,3,2,3,1,1
Colombia,1,2,1,2,1,3
Colombia,2,1,1,4,1,1
Colombia,1,3,1,1,1,1
Colombia,1,3,1,3,1,2
Colombia,1,4,1,2,3,1
Colombia,1,1,1,4,1,4
Colombia,1,1,1,4,1,1
Colombia,1,1,1,1,1,2
Colombia,1,4,1,4,1,3
Colombia,2,2,2,1,1,3
Colombia,1,1,2,3,2,3
Colombia,1,1,1,1,1,1
Colombia,1,1,1,1,1,1
Colombia,1,2,3,3,1,1
Colombia,2,3,2,4,1,1
Colombia,1,3,3,2,1,2
Colombia,1,1,1,3,1,3
Colombia,1,2,1,3,1,1
Colombia,1,3,2,3,1,1
Colombia,2,4,3,1,2,2
Colombia,1,3,2,4,1,2
Colombia,1,2,1,2,1,1
Colombia,1,1,1,3,1,1
Colombia,1,3,2,2,2,1
Colombia,1,3,1,3,1,3
Colombia,1,2,1,4,1,1
Colombia,1,1,2,3,1,3
Colombia,1,3,1,4,1,1
Colombia,1,2,1,3,1,2
Colombia,1,1,2,4,1,3
Colombia,1,2,1,2,3,2
Colombia,1,3,1,4,2,2
Colombia,1,4,4,3,2,4
Colombia,1,3,1,2,1,2
Colombia,2,3,1,4,1,1
Colombia,1,3,3,1,1,1
Colombia,1,3,1,4,1,1
Colombia,1,2,2,4,1,3
Colombia,1,2,1,4,2,1
Colombia,1,1,1,4,2,1
Colombia,1,1,1,1,1,1
Colombia,1,1,1,3,1,1
Colombia,1,2,2,1,1,1
Colombia,1,1,1,1,1,1
Colombia,1,2,1,4,1,1
Colombia,2,1,2,1,1,2
Colombia,1,3,2,4,1,2
Colombia,1,2,1,3,1,1
Colombia,1,3,1,4,1,1
Colombia,1,2,1,3,1,1
Colombia,2,1,1,3,1,2
Colombia,1,3,2,3,2,1
Colombia,1,3,1,1,1,1
Colombia,2,1,1,1,1,1
Colombia,1,3,1,4,2,3
Colombia,1,2,3,3,1,1
Colombia,1,2,2,3,1,1
Colombia,1,3,2,3,1,1
Colombia,1,3,1,2,1,1
Colombia,1,1,1,1,1,1
Colombia,1,2,2,4,1,1
Colombia,2,1,3,4,2,1
Colombia,1,2,3,4,1,1
Colombia,1,2,3,4,2,3
Colombia,4,4,4,4,1,1
Colombia,2,1,3,4,2,3
Colombia,2,2,2,3,1,2
Colombia,2,2,3,3,1,3
Colombia,1,1,2,4,1,1
Colombia,1,2,2,3,1,1
Colombia,1,2,1,2,2,2
Colombia,1,3,2,3,2,2
Colombia,1,2,1,4,1,1
Colombia,1,3,1,3,1,1
Colombia,1,1,1,1,1,1
Colombia,1,2,2,2,1,1
Colombia,1,2,3,4,1,4
Colombia,1,2,2,3,1,1
Colombia,1,1,1,3,1,1
Colombia,2,4,3,4,1,1
Colombia,1,3,1,4,2,2
Colombia,2,1,2,2,2,2
Colombia,1,2,2,2,1,1
Colombia,1,2,1,3,1,1
Colombia,1,2,1,4,1,1
Colombia,1,2,1,4,1,1
Colombia,2,3,2,1,2,1
Colombia,1,3,2,3,2,1
Colombia,1,1,2,4,2,1
Colombia,1,1,1,4,1,1
Colombia,2,4,1,4,2,1
Colombia,1,2,3,4,1,3
Colombia,1,2,2,3,1,1
Colombia,1,3,2,3,1,1
Colombia,1,2,3,2,2,1
Colombia,1,1,2,2,1,2
Colombia,1,3,2,3,1,1
Colombia,2,1,1,4,1,2
Colombia,1,3,1,3,1,3
Colombia,1,2,2,4,2,3
Colombia,1,2,2,2,1,1
Colombia,1,3,2,4,1,1
Colombia,1,2,1,3,1,1
Colombia,1,2,2,4,1,1
Colombia,1,1,1,2,1,1
Colombia,1,2,1,4,2,1
Colombia,1,1,1,3,1,2
Colombia,1,3,2,3,1,2
Colombia,1,3,2,3,2,1
Colombia,1,1,1,1,1,1
Colombia,1,2,3,2,1,4
Colombia,1,2,2,1,1,1
Colombia,1,1,1,1,1,4
Colombia,1,3,1,3,2,1
Colombia,2,1,1,3,1,1
Colombia,1,2,3,3,2,1
Croatia,2,2,3,3,2,2
Croatia,1,3,2,4,1,4
Croatia,1,2,2,3,2,1
Croatia,1,2,1,4,2,4
Croatia,1,1,2,3,2,NA
Croatia,1,2,3,4,2,3
Croatia,1,2,2,3,2,NA
Croatia,1,1,2,3,1,2
Croatia,1,2,2,2,1,3
Croatia,1,2,1,2,1,3
Croatia,1,1,1,4,2,4
Croatia,1,1,2,NA,2,2
Croatia,2,2,2,3,3,2
Croatia,1,1,3,3,1,2
Croatia,2,2,2,2,1,2
Croatia,1,2,2,3,2,1
Croatia,1,1,2,3,1,1
Croatia,1,2,2,3,1,4
Croatia,2,2,2,3,2,1
Croatia,1,2,2,1,1,3
Croatia,1,1,1,3,2,2
Croatia,1,2,3,4,1,2
Croatia,1,1,1,1,1,3
Croatia,1,1,2,3,2,2
Croatia,2,1,2,2,2,4
Croatia,1,2,3,4,2,3
Croatia,1,1,2,4,1,2
Croatia,1,1,1,2,1,3
Croatia,1,1,1,4,2,1
Croatia,1,1,2,1,1,2
Croatia,1,1,1,4,1,3
Croatia,1,2,3,1,3,4
Croatia,2,2,2,2,1,1
Croatia,1,1,2,2,1,2
Croatia,1,3,2,1,2,1
Croatia,1,2,2,2,2,2
Croatia,1,2,3,2,2,4
Croatia,1,1,2,2,1,2
Croatia,1,2,3,4,4,2
Croatia,2,2,3,4,2,2
Croatia,1,2,1,2,2,2
Croatia,1,2,NA,3,NA,NA
Croatia,1,2,1,4,1,NA
Croatia,1,1,2,2,2,3
Croatia,1,2,2,3,2,2
Croatia,1,1,1,2,1,2
Croatia,1,2,2,3,2,3
Croatia,1,2,2,3,2,1
Croatia,1,2,NA,4,2,3
Croatia,NA,2,2,4,2,2
Croatia,1,1,2,2,2,3
Croatia,1,1,1,2,1,2
Croatia,1,2,2,4,1,2
Croatia,1,2,NA,4,3,2
Croatia,1,2,2,3,2,2
Croatia,1,1,2,NA,2,2
Croatia,1,1,1,2,1,3
Croatia,1,1,2,2,1,2
Croatia,1,2,1,3,1,3
Croatia,1,3,2,4,2,4
Croatia,1,2,2,2,1,2
Croatia,1,3,3,4,1,3
Croatia,1,2,1,4,1,2
Croatia,1,3,2,4,3,4
Croatia,1,2,2,3,1,3
Croatia,1,1,2,3,1,2
Croatia,1,2,3,2,1,3
Croatia,1,2,2,4,2,3
Croatia,1,1,2,4,1,2
Croatia,1,2,2,2,2,3
Croatia,1,1,1,3,1,2
Croatia,2,1,2,3,3,2
Croatia,1,2,2,2,2,2
Croatia,1,1,1,3,1,3
Croatia,1,1,1,3,1,3
Croatia,2,2,2,3,2,2
Croatia,1,1,2,4,1,2
Croatia,1,1,1,4,1,2
Croatia,1,1,1,3,1,3
Croatia,1,2,2,2,1,1
Croatia,1,2,2,3,1,2
Croatia,1,1,2,4,1,2
Croatia,1,2,1,3,1,4
Croatia,1,1,1,2,1,2
Croatia,2,2,2,2,1,2
Croatia,1,1,2,2,2,2
Croatia,1,2,2,3,1,3
Croatia,1,1,1,4,2,4
Croatia,2,2,2,4,2,2
Croatia,2,2,2,4,2,2
Croatia,1,2,2,4,2,2
Croatia,1,1,2,2,1,1
Croatia,1,2,2,1,1,2
Croatia,2,2,2,2,2,3
Croatia,1,2,2,3,1,4
Croatia,1,1,1,2,1,2
Croatia,1,1,1,2,1,3
Croatia,1,1,1,3,1,3
Croatia,1,1,1,3,1,1
Croatia,1,2,2,3,1,2
Croatia,1,1,2,3,2,1
Croatia,1,2,1,3,1,2
Croatia,1,1,1,4,2,1
Croatia,2,2,3,3,2,2
Croatia,1,1,1,3,2,2
Croatia,1,1,1,3,3,1
Croatia,2,2,3,4,2,2
Croatia,1,1,2,2,1,2
Croatia,1,1,2,3,1,3
Croatia,1,1,2,3,1,2
Croatia,2,2,2,3,2,2
Croatia,1,2,3,3,2,3
Croatia,1,1,1,3,1,3
Croatia,1,4,2,4,1,2
Croatia,1,2,1,2,2,3
Croatia,1,1,2,4,1,3
Croatia,1,1,2,2,1,2
Croatia,1,2,2,4,3,2
Croatia,1,1,3,4,1,1
Croatia,1,2,2,2,1,2
Croatia,1,1,2,3,1,3
Croatia,1,2,1,3,2,1
Croatia,1,2,2,4,2,2
Croatia,2,3,2,2,2,2
Croatia,1,1,1,3,2,2
Croatia,1,2,2,3,1,4
Croatia,1,1,2,3,2,3
Croatia,1,2,2,3,3,3
Croatia,1,1,1,2,1,1
Croatia,1,2,1,4,1,4
Croatia,1,2,3,2,1,3
Croatia,1,2,2,4,2,2
Croatia,1,1,1,2,1,2
Croatia,1,2,2,4,2,4
Croatia,2,2,3,2,2,2
Croatia,1,2,2,4,2,1
Croatia,1,1,1,2,1,1
Croatia,1,2,2,3,1,2
Croatia,1,1,1,4,2,2
Croatia,2,2,3,4,2,2
Croatia,2,3,3,2,1,3
Croatia,2,2,2,2,1,2
Croatia,2,2,2,4,2,3
Croatia,1,1,2,1,1,2
Croatia,1,2,2,4,3,4
Croatia,2,2,1,4,2,4
Croatia,1,2,2,4,2,2
Croatia,2,1,2,4,2,3
Croatia,1,2,2,3,1,2
Croatia,1,2,1,4,1,2
Croatia,1,3,2,3,2,2
Croatia,1,2,2,3,2,2
Croatia,1,2,2,3,2,2
Croatia,1,1,1,1,1,2
Croatia,1,1,1,3,1,2
Croatia,1,1,1,3,1,2
Croatia,1,2,2,4,1,2
Croatia,1,1,2,3,2,1
Croatia,2,2,2,4,2,3
Croatia,1,1,2,2,1,2
Croatia,2,2,2,3,2,2
Croatia,1,3,2,4,1,3
Croatia,1,2,2,4,1,3
Croatia,2,2,2,3,2,2
Croatia,1,2,2,3,2,1
Croatia,1,1,2,4,1,2
Croatia,1,1,2,3,1,3
Croatia,1,2,2,4,1,3
Croatia,1,2,2,3,2,2
Croatia,2,2,2,3,1,3
Croatia,1,1,1,2,1,2
Croatia,1,1,1,1,1,1
Croatia,1,2,2,3,1,3
Croatia,1,2,1,3,2,NA
Croatia,1,2,2,4,2,3
Croatia,2,2,2,3,2,3
Croatia,2,3,2,4,2,4
Croatia,1,2,1,3,2,3
Croatia,1,2,3,4,1,1
Croatia,1,1,1,3,1,3
Croatia,1,2,2,2,1,2
Croatia,1,2,2,3,2,2
Croatia,1,2,2,2,2,2
Croatia,1,2,2,3,3,2
Croatia,1,1,1,3,3,2
Croatia,1,2,2,4,1,2
Croatia,2,2,4,4,1,2
Croatia,1,1,2,3,1,3
Croatia,1,1,2,4,2,1
Croatia,1,1,2,3,1,1
Croatia,1,1,2,3,1,3
Croatia,1,2,2,3,1,2
Croatia,1,1,1,4,3,2
Croatia,1,2,1,3,1,2
Croatia,1,2,2,3,1,2
Croatia,1,2,2,3,1,2
Croatia,1,1,2,4,1,1
Croatia,1,2,1,3,1,1
Croatia,1,2,2,3,2,3
Croatia,1,2,2,3,2,3
Croatia,1,2,1,1,2,2
Croatia,1,1,1,2,1,2
Croatia,1,1,1,4,2,2
Croatia,1,2,2,3,2,2
Croatia,1,2,3,3,1,1
Croatia,1,2,2,3,2,3
Croatia,1,1,2,2,1,2
Croatia,1,1,2,2,1,4
Croatia,2,2,2,3,2,3
Croatia,2,2,1,3,2,2
Croatia,1,2,2,3,1,3
Croatia,1,2,2,4,1,2
Croatia,1,1,2,3,2,3
Croatia,1,1,1,4,1,3
Croatia,1,2,2,3,3,3
Croatia,1,2,2,3,1,3
Croatia,1,2,2,3,1,3
Croatia,1,1,2,3,1,3
Croatia,1,2,1,4,2,4
Croatia,1,2,1,4,1,NA
Croatia,1,1,1,3,1,3
Croatia,2,2,2,4,1,NA
Croatia,1,1,1,4,1,3
Croatia,1,2,1,3,1,3
Croatia,1,1,1,3,1,3
Croatia,1,1,1,2,1,2
Croatia,1,3,2,2,2,3
Croatia,2,2,2,2,2,2
Croatia,2,2,2,3,2,3
Croatia,2,2,2,2,1,2
Croatia,1,2,2,4,1,3
Croatia,1,1,1,3,1,2
Croatia,1,1,1,2,2,2
Croatia,1,2,1,4,1,2
Croatia,2,2,2,4,2,2
Croatia,1,2,2,3,2,2
Croatia,1,2,1,2,1,2
Croatia,1,1,1,4,2,2
Croatia,2,2,2,4,2,4
Croatia,NA,2,2,2,3,4
Croatia,1,2,1,4,1,3
Croatia,1,1,3,2,1,1
Croatia,1,1,2,3,1,2
Croatia,1,2,2,3,1,2
Croatia,1,1,1,2,3,3
Croatia,1,1,2,2,1,2
Croatia,1,1,1,3,1,2
Croatia,2,2,2,4,2,3
Croatia,1,2,1,1,1,2
Croatia,4,3,2,3,2,3
Croatia,2,2,2,4,2,2
Croatia,2,2,2,3,1,3
Croatia,1,1,1,2,1,1
Croatia,2,3,2,4,3,2
Croatia,1,1,1,3,1,2
Croatia,2,2,2,3,2,3
Croatia,1,1,1,4,2,2
Croatia,1,1,1,1,1,1
Croatia,1,1,2,4,2,3
Croatia,1,1,1,3,1,3
Croatia,1,2,2,3,1,3
Croatia,1,2,1,2,1,4
Croatia,1,1,2,1,1,1
Croatia,1,1,2,3,2,3
Croatia,1,1,1,4,1,2
Croatia,1,1,1,3,1,2
Croatia,1,2,2,1,4,2
Croatia,1,1,1,4,1,2
Croatia,1,1,1,3,2,2
Croatia,1,2,2,4,1,4
Croatia,1,1,1,4,1,2
Croatia,2,2,1,3,2,4
Croatia,2,2,2,3,1,3
Croatia,1,1,3,4,2,1
Croatia,2,2,1,4,2,4
Croatia,1,2,1,4,2,4
Croatia,2,2,1,3,3,2
Croatia,2,2,3,3,2,3
Croatia,1,2,2,3,2,3
Croatia,1,1,1,2,1,4
Croatia,2,2,2,3,2,4
Croatia,1,1,2,3,1,2
Croatia,1,1,1,3,1,4
Croatia,1,2,2,3,1,4
Croatia,2,2,1,3,2,3
Croatia,1,2,3,2,2,2
Croatia,1,1,2,3,1,2
Croatia,1,1,4,4,1,1
Croatia,1,1,2,4,1,2
Croatia,1,2,1,3,1,2
Croatia,1,2,2,3,1,2
Croatia,2,2,2,3,2,2
Croatia,1,1,1,3,1,2
Croatia,1,2,3,2,1,1
Croatia,1,1,2,4,1,2
Croatia,1,1,2,3,1,2
Croatia,1,2,2,3,1,2
Croatia,1,1,2,3,2,1
Croatia,2,1,2,2,1,3
Croatia,1,2,1,2,1,1
Croatia,1,2,2,3,2,2
Croatia,1,2,1,3,2,4
Croatia,1,1,2,4,1,2
Croatia,1,1,1,4,1,2
Croatia,1,2,3,2,2,2
Croatia,1,1,1,4,2,1
Croatia,1,2,2,4,1,2
Croatia,1,4,1,4,1,2
Croatia,1,1,1,3,1,2
Croatia,1,2,2,3,2,3
Croatia,1,1,2,3,1,3
Croatia,2,1,2,4,2,4
Croatia,1,1,1,4,1,3
Croatia,1,1,2,4,2,4
Croatia,1,2,3,3,1,2
Croatia,1,2,2,2,1,2
Croatia,1,2,2,2,1,3
Croatia,1,1,3,2,1,2
Croatia,1,2,2,4,1,4
Croatia,1,1,1,2,1,1
Croatia,1,1,1,3,1,1
Croatia,1,1,2,2,1,2
Croatia,1,1,1,3,1,1
Croatia,1,1,2,4,1,3
Croatia,1,1,2,1,1,1
Croatia,1,1,1,4,1,4
Croatia,1,1,1,1,1,1
Croatia,1,2,1,3,1,1
Croatia,1,1,1,2,1,1
Croatia,1,1,1,3,1,3
Croatia,1,1,NA,3,2,2
Croatia,2,2,3,NA,1,2
Croatia,1,1,2,3,1,4
Croatia,1,1,1,2,1,2
Croatia,1,1,1,2,1,2
Croatia,1,1,2,3,2,2
Croatia,1,2,2,2,1,2
Croatia,2,2,2,3,2,1
Croatia,1,2,1,4,1,2
Croatia,2,2,2,3,1,1
Croatia,1,1,2,2,1,1
Croatia,1,1,1,4,1,1
Croatia,1,1,1,4,1,2
Croatia,1,2,2,3,1,2
Croatia,1,1,2,2,1,1
Croatia,1,1,2,3,2,3
Croatia,1,2,2,4,1,2
Croatia,1,1,2,3,2,2
Croatia,1,1,2,3,2,3
Croatia,1,1,1,2,1,3
Croatia,1,1,3,4,1,4
Croatia,1,1,2,2,1,2
Croatia,1,2,2,3,2,2
Croatia,1,1,1,3,2,3
Croatia,1,1,2,3,1,2
Croatia,1,2,2,3,1,1
Croatia,1,2,2,1,1,1
Croatia,1,1,4,3,4,2
Croatia,1,1,2,3,1,1
Croatia,1,2,2,2,1,1
Croatia,1,1,2,4,1,2
Croatia,1,1,1,2,1,2
Croatia,1,1,1,3,1,1
Croatia,1,1,1,2,1,1
Croatia,1,1,1,3,1,2
Croatia,1,1,1,3,1,2
Croatia,2,2,2,3,2,3
Croatia,1,1,1,3,1,1
Croatia,1,1,1,2,1,2
Croatia,1,2,2,3,1,2
Croatia,2,2,2,1,2,1
Croatia,1,1,2,4,1,1
Croatia,1,1,1,2,1,1
Croatia,1,1,1,3,1,2
Croatia,1,2,2,3,1,4
Croatia,1,1,2,3,1,1
Croatia,1,1,2,3,1,1
Croatia,2,4,2,3,1,3
Croatia,1,1,3,4,1,1
Croatia,2,3,3,2,2,2
Croatia,1,2,2,4,1,1
Croatia,1,2,2,3,1,2
Croatia,1,2,2,3,1,1
Croatia,1,2,2,3,1,2
Croatia,1,2,2,3,1,1
Croatia,1,1,1,2,1,2
Croatia,1,1,1,2,1,2
Croatia,1,1,1,3,1,2
Croatia,1,1,2,3,1,1
Croatia,1,2,3,3,2,3
Croatia,1,2,2,4,2,3
Croatia,1,3,2,3,1,2
Croatia,1,1,2,3,1,2
Croatia,1,2,2,3,2,2
Croatia,1,2,2,3,1,2
Croatia,2,2,2,3,2,3
Croatia,1,1,2,3,1,2
Croatia,1,1,1,3,1,2
Croatia,1,2,2,4,1,2
Croatia,1,2,1,4,3,3
Croatia,1,1,1,3,1,1
Croatia,1,1,1,4,1,3
Croatia,1,1,2,4,1,1
Croatia,1,1,2,3,1,3
Croatia,1,1,2,4,1,4
Croatia,1,3,2,4,2,3
Croatia,1,2,2,4,1,2
Croatia,1,2,1,2,1,2
Croatia,1,1,2,4,1,1
Croatia,1,2,2,4,1,1
Croatia,1,2,2,3,1,3
Croatia,1,2,1,2,1,2
Croatia,1,1,2,2,1,1
Croatia,1,1,2,3,2,1
Croatia,1,2,1,3,2,2
Croatia,2,2,2,4,2,1
Croatia,1,3,2,4,3,3
Croatia,1,1,1,2,3,3
Croatia,1,1,1,2,1,2
Croatia,1,2,2,2,2,2
Croatia,1,2,2,3,1,2
Croatia,2,2,2,3,2,2
Croatia,2,2,2,3,2,2
Croatia,1,1,2,2,2,2
Croatia,1,2,3,3,2,2
Croatia,1,2,2,3,2,2
Croatia,2,2,2,3,2,2
Croatia,1,1,1,3,2,2
Croatia,1,2,2,3,1,2
Croatia,1,1,1,3,2,1
Croatia,1,2,2,3,1,2
Croatia,2,2,2,3,2,2
Croatia,1,3,2,3,2,2
Croatia,1,2,2,3,2,3
Croatia,1,3,1,4,2,2
Croatia,1,1,2,3,1,2
Croatia,1,1,1,2,2,1
Croatia,1,1,1,3,1,1
Croatia,1,1,1,4,2,2
Croatia,2,2,3,3,2,2
Croatia,1,2,2,3,2,2
Croatia,1,2,2,3,1,2
Croatia,1,2,2,2,2,2
Croatia,2,2,1,3,2,2
Croatia,1,1,2,4,2,1
Croatia,1,2,2,3,2,2
Croatia,1,1,2,4,2,4
Croatia,1,1,1,3,1,2
Croatia,1,2,2,2,1,2
Croatia,1,2,2,4,2,4
Croatia,1,1,1,2,1,1
Croatia,1,1,1,3,2,2
Croatia,1,2,2,4,2,3
Croatia,2,2,1,3,2,4
Croatia,1,2,2,2,2,1
Croatia,1,2,2,3,1,3
Croatia,1,1,1,4,2,4
Croatia,1,1,1,3,2,4
Croatia,2,NA,1,2,1,1
Croatia,1,2,2,3,2,3
Croatia,2,2,2,3,2,2
Croatia,1,2,2,4,2,3
Croatia,1,2,2,3,2,3
Croatia,1,1,1,2,1,2
Croatia,1,2,1,4,2,4
Croatia,1,3,2,4,1,4
Croatia,1,2,2,2,2,3
Croatia,1,1,1,4,4,4
Croatia,1,2,2,3,2,4
Croatia,1,2,1,2,1,4
Croatia,1,2,2,3,2,2
Croatia,2,2,NA,1,NA,4
Croatia,1,2,1,4,1,2
Croatia,1,2,2,3,NA,2
Croatia,1,1,2,2,1,2
Croatia,1,1,1,3,2,2
Croatia,1,1,1,3,2,NA
Croatia,2,2,2,3,2,3
Croatia,1,2,1,3,2,2
Croatia,1,2,2,3,2,1
Croatia,1,1,1,2,1,1
Croatia,1,3,2,3,1,2
Croatia,1,2,2,2,2,4
Croatia,1,2,2,3,2,2
Croatia,1,1,2,4,2,2
Croatia,1,2,2,3,2,1
Croatia,1,2,2,4,1,4
Croatia,1,2,2,4,2,3
Croatia,1,1,2,4,1,2
Croatia,1,1,1,3,1,3
Croatia,1,1,1,1,2,3
Croatia,1,2,2,3,2,1
Croatia,1,1,1,3,2,2
Croatia,1,1,2,3,2,3
Croatia,1,2,2,3,2,1
Croatia,1,1,2,3,2,2
Croatia,1,1,2,4,2,2
Croatia,1,1,2,4,1,2
Croatia,1,2,1,2,2,3
Croatia,1,2,2,4,1,3
Croatia,1,1,1,2,2,3
Croatia,2,2,2,3,3,3
Croatia,1,1,1,4,2,2
Croatia,1,1,1,1,1,4
Croatia,1,2,2,3,1,3
